unique_id,record_id,update,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,usa_county,intervention_group,intervention_name,date_of_update,status,status_simp,subpopulation,required,enforcement,size,duration,testing_population,details,url,source_document_url,entry_quality
2806_confinement,2806,Update,2020-05-16 01:03:59,Yes,TUR,Turkey,NA,NA,NA,NA,household_confined,Household confinement,2020-03-18,partially restricted,Partially Implemented,entire population,recommended,No,NA,NA,NA,"Government recommendation to 14 days stay at home, hand hygiene and social distancing.",https://twitter.com/tcbestepe/status/1240297800279212032/photo/1,https://www.dropbox.com/s/liyyskpad7s7v21/2806_household_confined.pdf?dl=1,Unverified
2808_primary_school,2808,Update,2020-05-11 23:29:40,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Portage County,school_closed,Primary school closures,2020-03-17,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://business.facebook.com/RavennaSchoolDistrict/posts/2531030790490377?hc_location=ufi 

https://governor.ohio.gov/wps/portal/gov/governor/media/news-and-media/announces-school-closures 
https://www.pickerington.k12.oh.us/wp-content/uploads/2020/03/Coronavirus-Frequently-Asked-Questions_3_14_20_1.15PM.pdf 
",https://www.dropbox.com/s/8o525vawd7q2258/2808_school_closed.zip?dl=1,Verified
2808_sec_school,2808,Update,2020-05-11 23:29:40,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Portage County,school_closed,Secondary school closures,2020-03-17,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://business.facebook.com/RavennaSchoolDistrict/posts/2531030790490377?hc_location=ufi 

https://governor.ohio.gov/wps/portal/gov/governor/media/news-and-media/announces-school-closures 
https://www.pickerington.k12.oh.us/wp-content/uploads/2020/03/Coronavirus-Frequently-Asked-Questions_3_14_20_1.15PM.pdf 
",https://www.dropbox.com/s/8o525vawd7q2258/2808_school_closed.zip?dl=1,Verified
2809_retail,2809,Update,2020-05-16 01:05:36,Yes,TUR,Turkey,NA,NA,NA,NA,store_closed,Retail store closures (excluding essentials),2020-03-18,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA, Shopping malls closure.,https://twitter.com/AYD_online/status/1240409927849517062,https://www.dropbox.com/s/5g9nzv99p66e64x/2809_store_closed.pdf?dl=1,Unverified
2810_gathering_size,2810,Update,2020-05-11 23:47:00,Yes,TUR,Turkey,NA,NA,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-24,required,Strongly Implemented,geographic subpopulation,required,NA,NA,NA,NA,"markets will provide services between 0900 and 2100 in the provinces / districts. The maximum number of customers in the market will be one tenth of the total area (excluding warehouses, administrative offices, etc.)50% of the passengers capacity will be temporarily utilized in all public transportation vehicle",https://www.icisleri.gov.tr/koronavirus-salgini-ile-mucadele-kapsaminda-marketlerle-ilgili-ek-genelge,https://www.dropbox.com/s/3l073ni13n8lrpy/2810_social_group_limits.pdf?dl=1,Unverified
2812_primary_school,2812,Update,2020-05-11 23:51:22,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Preble County,school_closed,Primary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.eatoncommunityschools.org/News/12314#sthash.qkcNseAs.dpbs 

http://www.psarrows.com/schoolnurse.aspx 

https://www.facebook.com/NTLSD/ ",https://www.dropbox.com/s/e21ll54e2s7v468/2812_school_closed.zip?dl=1,Verified
2812_sec_school,2812,Update,2020-05-11 23:51:22,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Preble County,school_closed,Secondary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.eatoncommunityschools.org/News/12314#sthash.qkcNseAs.dpbs 

http://www.psarrows.com/schoolnurse.aspx 

https://www.facebook.com/NTLSD/ ",https://www.dropbox.com/s/e21ll54e2s7v468/2812_school_closed.zip?dl=1,Verified
2815_entertainment,2815,Update,2020-05-16 01:12:55,Yes,TUR,Turkey,NA,NA,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-03-19,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Football, basketball, volleyball and handball leagues are delayed.",https://www.gsb.gov.tr/HaberDetaylari/3/186770/futbol-basketbol-voleybol-ve-hentbolda-ligler-ertelendi.aspx,https://www.dropbox.com/s/7vwpcdjvkrfc4dp/2815_entertainment_closed.pdf?dl=1,Unverified
2816_gathering_size,2816,Update,2020-05-16 01:16:39,Yes,TUR,Turkey,NA,NA,NA,NA,social_group_limits,Limiting size of gatherings,2020-03-19,no,Implementation Suspended,entire population,NA,NA,NA,NA,NA,Visitors of  Health  Ministrys headquarters and additional buildings will not be accepted,"https://www.saglik.gov.tr/TR,64552/bakanlik-merkez-binasina-ve-ek-binalara-ziyaretci-kabulu.html",https://www.dropbox.com/s/1wfo3xiwksq2w2b/2816_social_group_limits.pdf?dl=1,Unverified
2817_entertainment,2817,Update,2020-05-16 01:18:43,Yes,TUR,Turkey,NA,NA,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-03-20,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"All scientific, cultural, art and other meetings or activities in both open and closed areas will be postponed till the end of April.",https://www.mevzuat.gov.tr/MevzuatMetin/CumhurbaskanligiGenelgeleri/20200320-3.pdf,https://www.dropbox.com/s/t42karon6dsnpls/2817_entertainment_closed.pdf?dl=1,Unverified
2821_border_in_air,2821,Update,2020-05-16 01:25:21,Yes,TUR,Turkey,NA,NA,NA,NA,closed_border,Border closures for entering by air,2020-03-21,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Flights to 46 Countries are suspended,https://www.uab.gov.tr/basin-aciklamalari/ucus-yasagi-olan-ulke-sayisi-68-e-yukseldi,https://www.dropbox.com/s/9xxt6afmr49zffx/2821_closed_border.pdf?dl=1,Unverified
2821_border_out_air,2821,Update,2020-05-16 01:25:21,Yes,TUR,Turkey,NA,NA,NA,NA,closed_border,Border closures for leaving by air,2020-03-21,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA,Flights to 46 Countries are suspended,https://www.uab.gov.tr/basin-aciklamalari/ucus-yasagi-olan-ulke-sayisi-68-e-yukseldi,https://www.dropbox.com/s/9xxt6afmr49zffx/2821_closed_border.pdf?dl=1,Unverified
2822_confinement,2822,Update,2020-05-16 01:26:49,Yes,TUR,Turkey,NA,NA,NA,NA,household_confined,Household confinement,2020-03-21,partially restricted,Partially Implemented,other subpopulation,required,Yes,NA,NA,NA,Curfew  for Individuals ( 65 Years and Above) and Those with Chronic Disorders.,https://www.icisleri.gov.tr/65-yas-ve-ustu-ile-kronik-rahatsizligi-olanlara-sokaga-cikma-yasagi-genelgesi,https://www.dropbox.com/s/sktax9g0zxdzp1u/2822_household_confined.pdf?dl=1,Unverified
2823_restaurant_closed,2823,Update,2020-05-16 01:28:41,Yes,TUR,Turkey,NA,NA,NA,NA,restaurant_closed,Restaurant closures (excluding takeout/delivery),2020-03-21,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,Restaurants are required to provide takeout and delivery services only. Customers are not allowed to sit in the restaurants.,https://www.icisleri.gov.tr/koronavirus-salgini-ile-mucadele-kapsaminda-lokantalarla-ilgili-ek-genelge,https://www.dropbox.com/s/0uzv5ofbuct9sko/2823_restaurant_closed.pdf?dl=1,Unverified
2824_retail,2824,Update,2020-05-16 01:30:12,Yes,TUR,Turkey,NA,NA,NA,NA,store_closed,Retail store closures (excluding essentials),2020-03-21,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"The activities of  barbers, hairdressers, beauty centers are temporarily stopped. ",https://www.icisleri.gov.tr/bakanligimiz-81-il-valiligine-koronavirus-tedbirleri-konulu-ek-bir-genelge-daha-gonderdi,https://www.dropbox.com/s/nax8v4m72xfee69/2824_store_closed.pdf?dl=1,Unverified
2825_confinement,2825,Update,2020-05-16 01:39:37,Yes,TUR,Turkey,NA,NA,NA,NA,household_confined,Household confinement,2020-03-22,partially restricted,Partially Implemented,other subpopulation,required,Yes,NA,NA,NA,"Exceptions for curfew   Healthcare professionals, mayors, provincial directors, social service institutions officers, public servants, etc., who will be needed to provide services, except for cancer patients and organ transplants.",https://www.icisleri.gov.tr/65-yas-ve-ustu-ile-kronik-rahatsizligi-olanlara-sokaga-cikma-yasagi-ek-genelgesi,https://www.dropbox.com/s/t2ku2sv8ei3oze8/2825_household_confined.pdf?dl=1,Unverified
2826_masks,2826,Update,2020-05-12 06:31:06,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,mask,Universal facemask policies,2020-05-11,recommended,Partially Implemented,entire population,recommended,NA,NA,NA,NA,"The public is advised to consider wearing face coverings in enclosed public spaces such as shops, trains and buses to help reduce the spread of coronavirus.",https://www.gov.uk/government/news/public-advised-to-cover-faces-in-enclosed-spaces?utm_source=6c355955-120b-450a-a912-2c1e5262449c&utm_medium=email&utm_campaign=govuk-notifications&utm_content=daily,https://www.dropbox.com/s/89561ud2fa3501m/2826_mask.pdf?dl=1,Verified
2827_public_space,2827,Update,2020-05-13 08:16:22,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.1_1,England,NA,NA,public_space_closed,Public space closures,2020-05-13,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"From today (13 May 2020) people in England can spend more time outdoors and enjoy a wider range of activities for any length of time, subject to social distancing rules.People and their households can relax in the park, sunbathe, go for a picnic and go fishing.They will also be able to spend time with one member of another household, oneonone, as long as they adhere to strict social distancing guidelines at all times, staying 2 metres apart.Outdoor sports facilities can reopen including outdoor tennis courts, golf clubs and basketball courts meaning that people can play a greater range of sport. Again, they will be able to do this alone, with their household or one other person, while adhering to social distancing.Guidance that said people could only go out to exercise once a day have also been removed.People will also be able to travel further to enjoy their time outside, with no restrictions on how far they can go to get to the countryside, National Parks and beaches in England.",https://www.gov.uk/government/news/new-guidance-on-spending-time-outdoors?utm_source=f3fc1c2a-9679-494b-9830-6451ea9e84de&utm_medium=email&utm_campaign=govuk-notifications&utm_content=daily,https://www.dropbox.com/s/dfj937az2c6ugkg/2827_public_space_closed.pdf?dl=1,Verified
2828_offices,2828,Update,2020-05-12 07:29:38,Yes,COL,Colombia,NA,NA,NA,NA,office_closed,Office closures,2020-05-06,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,Extension house confinement from 11 May 0000h to 25 May 0000 h ,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO%20636%20DEL%206%20DE%20MAYO%20DE%202020.pdf,https://www.dropbox.com/s/tlps7r8ly4gtrik/2828_office_closed.pdf?dl=1,Verified
2828_entertainment,2828,Update,2020-05-12 07:30:52,Yes,COL,Colombia,NA,NA,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-05-06,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,Extension house confinement from 11 May 0000h to 25 May 0000 h ,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO%20636%20DEL%206%20DE%20MAYO%20DE%202020.pdf,https://www.dropbox.com/s/scd5a1r40ztf2ys/2828_entertainment_closed.pdf?dl=1,Verified
2828_retail,2828,Update,2020-05-12 07:35:02,Yes,COL,Colombia,NA,NA,NA,NA,store_closed,Retail store closures (excluding essentials),2020-05-06,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Some retail stores are now open1. building materials, hardware, locksmith, glass and paint products.2. Maintenance and repair of computers, peripheral equipment, equipmentcommunication, electronic and optical.3. Fuel, lubricants, additives and cleaning products for automotive,4. Books, newspapers, stationery 5. Wholesale trade of furniture and household goods.6. Wholesale and retail trade of motor vehicles and motorcycles, includingparts, pieces and accessories.7. The manufacture, repair, maintenance and purchase and sale of spare parts and accessories for conventional and electric bicycles.8. Dry cleaning home delivery",https://dapre.presidencia.gov.co/normativa/normativa/DECRETO%20636%20DEL%206%20DE%20MAYO%20DE%202020.pdf,https://www.dropbox.com/s/um0m9nv1ksfwhd7/2828_store_closed.pdf?dl=1,Verified
2828_public_space,2828,Update,2020-05-12 07:36:00,Yes,COL,Colombia,NA,NA,NA,NA,public_space_closed,Public space closures,2020-05-06,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,Extension house confinement from 11 May 0000h to 25 May 0000 h ,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO%20636%20DEL%206%20DE%20MAYO%20DE%202020.pdf,https://www.dropbox.com/s/2ofcny4wy7pqyq3/2828_public_space_closed.pdf?dl=1,Verified
2828_gathering_size,2828,Update,2020-05-12 07:36:47,Yes,COL,Colombia,NA,NA,NA,NA,social_group_limits,Limiting size of gatherings,2020-05-06,required,Strongly Implemented,entire population,required,NA,NA,NA,NA,Extension house confinement from 11 May 0000h to 25 May 0000 h ,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO%20636%20DEL%206%20DE%20MAYO%20DE%202020.pdf,https://www.dropbox.com/s/hva98yhm42xn4lj/2828_social_group_limits.pdf?dl=1,Verified
2828_enforcement,2828,Update,2020-05-12 07:37:43,Yes,COL,Colombia,NA,NA,NA,NA,enforcement_deployed,Military and police deployment,2020-05-06,yes,Strongly Implemented,NA,NA,NA,NA,NA,NA,Extension house confinement from 11 May 0000h to 25 May 0000 h ,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO%20636%20DEL%206%20DE%20MAYO%20DE%202020.pdf,https://www.dropbox.com/s/kmmj9tmewcue6b5/2828_enforcement_deployed.pdf?dl=1,Verified
2828_restaurant_closed,2828,Update,2020-05-12 07:31:46,Yes,COL,Colombia,NA,NA,NA,NA,restaurant_closed,Restaurant closures (excluding takeout/delivery),2020-05-06,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,Extension house confinement from Monday 11 May 0000h to 25 May 0000 h ,https://dapre.presidencia.gov.co/normativa/normativa/DECRETO%20636%20DEL%206%20DE%20MAYO%20DE%202020.pdf,https://www.dropbox.com/s/itwo6rwc13vda8r/2828_restaurant_closed.pdf?dl=1,Verified
2830_nursery_school,2830,Update,2020-05-14 13:15:07,Yes,TUR,Turkey,NA,NA,NA,NA,school_closed,Nursery school closures,2020-03-13,closed,Strongly Implemented,entire population,recommended,NA,NA,NA,NA,"All schools across the country have a 2 week holiday from Monday, March 16 to Monday, March 30",http://www.meb.gov.tr/bakan-selcuk-koronaviruse-karsi-egitim-alaninda-alinan-tedbirleri-acikladi/haber/20497/tr,https://www.dropbox.com/s/l8n1holwf7otrri/2830_school_closed.pdf?dl=1,Unverified
